Tournament,Year,Date,Location,Division,DivisionTier,Place,Award,GlasswareType,Team,Player1,Player2
"The Los Angeles Grand Slam - Spikeball Challenger 2024","2024","2024-05-04","Los Angeles, CA, US","Mixed 4.0+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","ABG Phase","Connor Nelson","Karah Hui"
"The Los Angeles Grand Slam - Spikeball Challenger 2024","2024","2024-05-04","Los Angeles, CA, US","Mixed 4.0+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Show & T-Elle","Trevor Barbosa","Elle Lowe"
"The Los Angeles Grand Slam - Spikeball Challenger 2024","2024","2024-05-04","Los Angeles, CA, US","Mixed 4.0+","Top Tier (Glassware)",4,"4th Place (No Award)","None","Equally Ambi","Joelle Nguyen","Vincent Mathieu"
"The Los Angeles Grand Slam - Spikeball Challenger 2024","2024","2024-05-04","Los Angeles, CA, US","Premier 5.0+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Broken pieces","Thomas Hamilton","Vincent Mathieu"
"The Los Angeles Grand Slam - Spikeball Challenger 2024","2024","2024-05-04","Los Angeles, CA, US","Premier 5.0+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Numb","Kieran Rose","Paq Clifford"
"The Los Angeles Grand Slam - Spikeball Challenger 2024","2024","2024-05-04","Los Angeles, CA, US","Premier 5.0+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Insystem","Etienne Cote","Blake Bosak"
"The Los Angeles Grand Slam - Spikeball Challenger 2024","2024","2024-05-04","Los Angeles, CA, US","Premier 5.0+","Top Tier (Glassware)",4,"4th Place (No Award)","None","Kingdom Come","Grant Klapwijk","Matthew Cole"
"Oceanside Grand Slam #2 - Spikeball Challenger","2024","2024-05-11","Oceanside, CA, US","5.0 Premier","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","CoCo Breaks","Etienne Cote","Connor Nelson"
"Oceanside Grand Slam #2 - Spikeball Challenger","2024","2024-05-11","Oceanside, CA, US","5.0 Premier","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","foolish","Lucas Pruett","Sunny Gu"
"Oceanside Grand Slam #2 - Spikeball Challenger","2024","2024-05-11","Oceanside, CA, US","5.0 Premier","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","V⚡️RGA","Dawson Morgan","Caleb Cummings"
"Oceanside Grand Slam #2 - Spikeball Challenger","2024","2024-05-11","Oceanside, CA, US","5.0 Premier","Top Tier (Glassware)",4,"4th Place (No Award)","None","FTR Frontier","Jake Woolley","Kyan Kornfeld"
"Oceanside Grand Slam #2 - Spikeball Challenger","2024","2024-05-11","Oceanside, CA, US","4.5 Contender","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Allin/Schrag","Nathaniel Schrag","Micah Allin"
"Oceanside Grand Slam #2 - Spikeball Challenger","2024","2024-05-11","Oceanside, CA, US","4.5 Contender","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Walkie-Talkie","Jai Parera","Jake Young"
"Oceanside Grand Slam #2 - Spikeball Challenger","2024","2024-05-11","Oceanside, CA, US","4.5 Contender","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Who do you think you are, I am","Isaac Penner","Ross Parke"
"Oceanside Grand Slam #2 - Spikeball Challenger","2024","2024-05-11","Oceanside, CA, US","4.5 Contender","Top Tier (Glassware)",4,"4th Place (No Award)","None","Buctan’s","Trevor Buchan","Derek Tang"
"Oceanside Grand Slam #2 - Spikeball Challenger","2024","2024-05-11","Oceanside, CA, US","4.0 Advanced","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","TSSO","Sean O'Donnell","Tyler Snell"
"Oceanside Grand Slam #2 - Spikeball Challenger","2024","2024-05-11","Oceanside, CA, US","4.0 Advanced","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Setters of Catan","donhau la","Ashley Ngo"
"Oceanside Grand Slam #2 - Spikeball Challenger","2024","2024-05-11","Oceanside, CA, US","4.0 Advanced","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","The Glizzies","Martin Ramirez","Brandon Ann"
"Oceanside Grand Slam #2 - Spikeball Challenger","2024","2024-05-11","Oceanside, CA, US","4.0 Advanced","Top Tier (Glassware)",4,"4th Place (No Award)","None","Sonnnnn","Bryce Wilson","Daniel Lee"
"Oceanside Grand Slam #2 - Spikeball Challenger","2024","2024-05-11","Oceanside, CA, US","4.5 Women's","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","THUS Parabatai","Kalin Morgan","Kayla Wu-Fleming"
"Oceanside Grand Slam #2 - Spikeball Challenger","2024","2024-05-11","Oceanside, CA, US","4.5 Women's","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Perform or die","Karah Hui","Perrin York"
"Oceanside Grand Slam #2 - Spikeball Challenger","2024","2024-05-11","Oceanside, CA, US","4.5 Women's","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Tui and La","Julia Timan","Sebastiani Kim"
"Oceanside Grand Slam #2 - Spikeball Challenger","2024","2024-05-11","Oceanside, CA, US","4.5 Women's","Top Tier (Glassware)",4,"4th Place (No Award)","None","Nam Flashbacks","Joelle Nguyen","Katheleen Phan"
"Oceanside Grand Slam #2 - Spikeball Challenger","2024","2024-05-11","Oceanside, CA, US","4.0 Mixed","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","finally","Karah Hui","Etienne Cote"
"Oceanside Grand Slam #2 - Spikeball Challenger","2024","2024-05-11","Oceanside, CA, US","4.0 Mixed","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Chalked","Katie Pierson","Kieran Rose"
"Oceanside Grand Slam #2 - Spikeball Challenger","2024","2024-05-11","Oceanside, CA, US","4.0 Mixed","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Nelson / Lowe","Elle Lowe","Connor Nelson"
"Oceanside Grand Slam #2 - Spikeball Challenger","2024","2024-05-11","Oceanside, CA, US","4.0 Mixed","Top Tier (Glassware)",4,"4th Place (No Award)","None","The Dark Ones","Perrin York","Thomas Hamilton"
"California Roundnet Regionals #2 - NorCal","2024","2024-05-25","Menlo Park, CA, US","4.5 Contender","Lower Division (Medals)",1,"🥇 Gold Medal","None","70K Trophies","Jaden Knott","Jakob Seidner"
"California Roundnet Regionals #2 - NorCal","2024","2024-05-25","Menlo Park, CA, US","4.5 Contender","Lower Division (Medals)",2,"🥈 Silver Medal","None","Spiked Lemonade","Matthew Kamimura","George Zywiel"
"California Roundnet Regionals #2 - NorCal","2024","2024-05-25","Menlo Park, CA, US","4.5 Contender","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Freshman","Carlos Diaz","Niviru Wijayaratne"
"California Roundnet Regionals #2 - NorCal","2024","2024-05-25","Menlo Park, CA, US","4.5 Contender","Lower Division (Medals)",4,"4th Place (No Award)","None","Gooners","Adrianna Grothause","Costas Foster"
"California Roundnet Regionals #2 - NorCal","2024","2024-05-25","Menlo Park, CA, US","5.0 Expert","Lower Division (Medals)",1,"🥇 Gold Medal","None","Tarpey","Josh Fragiacomo","Joseph Kaylor"
"California Roundnet Regionals #2 - NorCal","2024","2024-05-25","Menlo Park, CA, US","5.0 Expert","Lower Division (Medals)",2,"🥈 Silver Medal","None","Sloppy","Trevor Barbosa","Connor Nelson"
"California Roundnet Regionals #2 - NorCal","2024","2024-05-25","Menlo Park, CA, US","5.0 Expert","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Champion Destroyers 🥏","Samuel Buckman","Luke Pennington"
"California Roundnet Regionals #2 - NorCal","2024","2024-05-25","Menlo Park, CA, US","5.0 Expert","Lower Division (Medals)",4,"4th Place (No Award)","None","Edge Guarders","Michael Du","Charlie Camarena"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Premier 5.0+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Tilted","Justin Barr","Will Picone"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Premier 5.0+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Degenerates","Jack coolbaugh","Thomas Hoffman"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Premier 5.0+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Glizzy Gladiators","Polk Denmark","Jacob Summers"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Premier 5.0+","Top Tier (Glassware)",4,"4th Place (No Award)","None","Party Fowl","Cole Maddox","Kyle Fowler"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Advanced 3.0 - 4.0","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Stretch and Speed","Sebastian Diaz","Kevin Lane"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Advanced 3.0 - 4.0","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Giggle Gang","Ethan Malta","Bryan Covell"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Advanced 3.0 - 4.0","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Lil baby spikers","Daden Goldfinger","Azeem Uraizee"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Advanced 3.0 - 4.0","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Something Witty","Samiah Malta","Mitchell Welborn"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Womens Advanced 4.0+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","OnlyJams","Perrin York","Kalin Morgan"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Womens Advanced 4.0+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","r they dating or just rly good friends?","Karah Hui","Tiff Ding"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Womens Advanced 4.0+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Pierson/Phan","Katheleen Phan","Katie Pierson"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Womens Advanced 4.0+","Top Tier (Glassware)",4,"4th Place (No Award)","None","Joanna will come up with team name","Rafaela Bastos","Joanna Gould"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Mixed Advanced","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Chalked","Katie Pierson","Kieran Rose"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Mixed Advanced","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Chapped Lips","Kalin Morgan","Dawson Morgan"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Mixed Advanced","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Make-a-wish","Josh Hutko","Karah Hui"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Mixed Advanced","Top Tier (Glassware)",4,"4th Place (No Award)","None","Lippman/Phan","Owen Lippman","Katheleen Phan"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Mixed Intermediate","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Get Schooled","Katrina Gabriella","Brian Perlson"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Mixed Intermediate","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","YMCA","Samiah Malta","Sebastian Diaz"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Mixed Intermediate","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","WEEE","Will Eckard","Emma Eckard"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Mixed Intermediate","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","MBR November Nonsense","Rebecca Montgomery","Nathan Montgomery"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Contender 4.0+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Milky Maneuvers","Izayah Gibson","Grant Yoder"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Contender 4.0+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Freakuency Shift","Prady Vijayakumar","Seth Cutler"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Contender 4.0+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","On two Merchants","Chris Hartings","AJ Halliday"
"Raleigh STS Challenger Tour Stop","2024","2024-05-25","Apex, NC, US","Contender 4.0+","Top Tier (Glassware)",4,"4th Place (No Award)","None","Billy pockets","Andrey Andriyevskiy","Joel Hoffler"
"Boise Idaho Challenger, STS","2024","2024-06-01","Meridian, ID, US","Womens","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Dough Boys","Kirstie Savage","Camille Anderson"
"Boise Idaho Challenger, STS","2024","2024-06-01","Meridian, ID, US","Womens","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Berk/Gahley","Shaina Berk","Nicol Gahley"
"Boise Idaho Challenger, STS","2024","2024-06-01","Meridian, ID, US","Womens","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Dinhngai(d)","Bethany Dinh","Kayla Ngai"
"Boise Idaho Challenger, STS","2024","2024-06-01","Meridian, ID, US","Womens","Top Tier (Glassware)",4,"4th Place (No Award)","None","Gobby Girls","Sara Bradshaw","Jordan Hemmen"
"Boise Idaho Challenger, STS","2024","2024-06-01","Meridian, ID, US","Contender 4.5","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Jumbo shrimp","Nicolas Caballero","Cody Brower"
"Boise Idaho Challenger, STS","2024","2024-06-01","Meridian, ID, US","Contender 4.5","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Ball Hogs","Chaz Klein","Kelly O’Connor"
"Boise Idaho Challenger, STS","2024","2024-06-01","Meridian, ID, US","Contender 4.5","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","GNC","Daniel Green","Konnor Cordingley"
"Boise Idaho Challenger, STS","2024","2024-06-01","Meridian, ID, US","Contender 4.5","Top Tier (Glassware)",4,"4th Place (No Award)","None","Pimp papis","Bowen Maynard","connor barton"
"Boise Idaho Challenger, STS","2024","2024-06-01","Meridian, ID, US","Premier - 5.0","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","J.A.R.V.I.S.","Connor Nelson","Josh Fragiacomo"
"Boise Idaho Challenger, STS","2024","2024-06-01","Meridian, ID, US","Premier - 5.0","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Pathos","Taylor Church","Paq Clifford"
"Boise Idaho Challenger, STS","2024","2024-06-01","Meridian, ID, US","Premier - 5.0","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","totally not bluffing","Nick Wideman","Nathan Robertt"
"Boise Idaho Challenger, STS","2024","2024-06-01","Meridian, ID, US","Premier - 5.0","Top Tier (Glassware)",4,"4th Place (No Award)","None","Fish Market","Bryant Karratti","Solomon Berry"
"The Scorch - STS Challenger","2024","2024-06-08","Middleburg, FL, US","Contender (Open 4.5)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","JQ^2","Jhanaj Quispe","Josef Quispe"
"The Scorch - STS Challenger","2024","2024-06-08","Middleburg, FL, US","Contender (Open 4.5)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","7 + 7","Alejandro Sosa","Joshua Mollineda"
"The Scorch - STS Challenger","2024","2024-06-08","Middleburg, FL, US","Contender (Open 4.5)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Control Alt Delete","Ethan Sullivan","Gavin Sullivan"
"The Scorch - STS Challenger","2024","2024-06-08","Middleburg, FL, US","Contender (Open 4.5)","Top Tier (Glassware)",4,"4th Place (No Award)","None","Hipsters","Andrew Murray","Blake Van Den Top"
"The Scorch - STS Challenger","2024","2024-06-08","Middleburg, FL, US","Premier (5.0)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Fever","Connor Nelson","Kieran Rose"
"The Scorch - STS Challenger","2024","2024-06-08","Middleburg, FL, US","Premier (5.0)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Finocchi/Model","Gabriel Finocchi","Max Model"
"The Scorch - STS Challenger","2024","2024-06-08","Middleburg, FL, US","Premier (5.0)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Vristige","Benjamin Goldfarb","Caleb Cummings"
"The Scorch - STS Challenger","2024","2024-06-08","Middleburg, FL, US","Premier (5.0)","Top Tier (Glassware)",4,"4th Place (No Award)","None","Glizzy Gladiators","Polk Denmark","Jacob Summers"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Open Pro 5.0+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Numb","Kieran Rose","Paq Clifford"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Open Pro 5.0+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Insystem","Etienne Cote","Blake Bosak"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Open Pro 5.0+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Bad Combo","Will Picone","Rahul Murthy"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Open Pro 5.0+","Top Tier (Glassware)",4,"4th Place (No Award)","None","Cold Sweep","Maxime Prince","Vincent Mathieu"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Premier 5.0+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","hotballers","Joshua Hachey","Tyler Babin"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Premier 5.0+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","No Pressure","Alex Newton","Josh Hutko"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Premier 5.0+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Incognito","Joseph Kaylor","Michael Du"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Premier 5.0+","Top Tier (Glassware)",4,"4th Place (No Award)","None","Cerebral","Samuel Corey","Kurt Lannetti"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Women's Advanced 4.0+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Pierson/Phan","Katheleen Phan","Katie Pierson"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Women's Advanced 4.0+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Dino Riot 🦖","Laurence Vallée","Rafaela Bastos"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Women's Advanced 4.0+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Coastin’","Maddy Morehouse","Joelle Nguyen"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Women's Advanced 4.0+","Top Tier (Glassware)",4,"4th Place (No Award)","None","Almost a Jazz Band","Sarah Allen","Shachi Patel"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","MAMMOTH (Sunday)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","All effort team","James Mitchum","Nathan Montgomery"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","MAMMOTH (Sunday)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Panem","Ben Dantowitz","Peter Lam"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","MAMMOTH (Sunday)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Same Hand Drop","Christopher Montgomery","Jason Montgomery"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","MAMMOTH (Sunday)","Top Tier (Glassware)",4,"4th Place (No Award)","None","mammothy","Garret Chaffins","Jacob Summers"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Advanced/Intermediate","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Spike n Ike’s","Owen Wallace","Julian Penn"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Advanced/Intermediate","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Luke n em","Henry Gutshall","Connor Custalow"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Advanced/Intermediate","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Travis Sykora Enthusiasts","Ryland Holdren","Drew VanDenburg"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Advanced/Intermediate","Top Tier (Glassware)",4,"4th Place (No Award)","None","Big Time Roundnet","Olivia Leach","CJ Mierchuk"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Mixed Intermediate/Advanced 2.0-4.5","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Overhanging Jugs","Jake Choi","Soph Yu"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Mixed Intermediate/Advanced 2.0-4.5","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Bilateral Buster Boarders","Garrett Blanchard","Bel Belvedere"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Mixed Intermediate/Advanced 2.0-4.5","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","ABG","Sean Caufield","gabby chen"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Mixed Intermediate/Advanced 2.0-4.5","Top Tier (Glassware)",4,"4th Place (No Award)","None","Court and em","Courtney Coppage","Brooks Weeks"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Mixed Advanced 5.0+ (Sunday)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Chalk","Katheleen Phan","Katie Pierson"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Mixed Advanced 5.0+ (Sunday)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Canada Classic","Maxime Prince","Etienne Cote"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Mixed Advanced 5.0+ (Sunday)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Camboinhas","Nick Wideman","Maddy Morehouse"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Mixed Advanced 5.0+ (Sunday)","Top Tier (Glassware)",4,"4th Place (No Award)","None","Hoosky","Lucas Pruett","Malia Wanderer"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Contender 4.5+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","About Time","Sidney Mathues","Riley Nassour"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Contender 4.5+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","P Hive","Tim Daudelin","Tripp Griffith"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Contender 4.5+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Apricot’s Army","Tyler Keener","Jake Hurst"
"Richmond Major 2024 - Spikeball Tour Series","2024","2024-06-15","Glen Allen, VA, US","Contender 4.5+","Top Tier (Glassware)",4,"4th Place (No Award)","None","Too Much Sandwich","Joseph Motto","Sean Caufield"
"[STS] Minneapolis Challenger 2024","2024","2024-06-23","Brooklyn Park, MN, US","Intermediate (3.0)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Wooberg","Soren Peterson","Austin Schloeder"
"[STS] Minneapolis Challenger 2024","2024","2024-06-23","Brooklyn Park, MN, US","Intermediate (3.0)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Pink Whitney","Evan Krueger","Henry Ziegler"
"[STS] Minneapolis Challenger 2024","2024","2024-06-23","Brooklyn Park, MN, US","Intermediate (3.0)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","LCL","Nathan Oelsner","Trevor Julga"
"[STS] Minneapolis Challenger 2024","2024","2024-06-23","Brooklyn Park, MN, US","Intermediate (3.0)","Top Tier (Glassware)",4,"4th Place (No Award)","None","Unstoppable Force (of interest)","Thomas Robertson","Jameson Gaertner"
"[STS] Minneapolis Challenger 2024","2024","2024-06-23","Brooklyn Park, MN, US","Premier (5.0+)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Sayonara","Lucas Pruett","Kieran Rose"
"[STS] Minneapolis Challenger 2024","2024","2024-06-23","Brooklyn Park, MN, US","Premier (5.0+)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","The Diamond Dogs","Bennett Anderson","Reid Pfutzenreuter"
"[STS] Minneapolis Challenger 2024","2024","2024-06-23","Brooklyn Park, MN, US","Premier (5.0+)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Cwazy","Kyle Fowler","Emerson Dean"
